Q20564416,Arvīds Platpers ,http://titania.saeima.lv/Personal/Deputati/Saeima12_DepWeb_Public.nsf//0/E12070D901F80E3BC2257D7B0032D971/?OpenDocument&lang=EN
Q5319933 ,Dzintars Rasnačs,http://titania.saeima.lv/Personal/Deputati/Saeima12_DepWeb_Public.nsf//0/C89F936ACCFEBD25C2257D7B0032D9B7/?OpenDocument&lang=EN
